"Table S2 Zricon composation of igneous rocks from diferent phases of the Guichon Greek batholith in the highland valley porphyry copper district, Canada",,,,,,,,,,,,,,,,,,,,,,,
Sample No.,Rock type,Zricon ID,Age,Ti,Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Y,Hf,Ce_zhong,Eu_zhong,Eu_Zhong/Y,Ce/Nd,(Ce/Nd)/Y
SB123,Border facies,RLP2L8-9C,211.02,9.2,13.71,2.47,4.33,1.07,18.3,5.73,71.3,25.91,120.9,25.82,235.9,47.3,779,9910,111.6652354,0.318677055,0.000409085,5.550607287,0.007125298
SB123,Border facies,RLP2L8-10C,211.02,7.1,13.86,0.77,2.21,0.62,12.8,4.52,58.4,22.3,108.3,23.7,222.8,44.9,697,10660,564.8828092,0.325359642,0.0004668,18,0.025824964
SB123,Border facies,RLP2L8-11C,211.02,7.6,8.85,0.207,0.43,0.188,3.99,1.37,19.4,8.23,44.2,10.76,111.7,24.5,272,10940,2805.741693,0.340763491,0.001252807,42.75362319,0.157182438
SB123,Border facies,RLP2L8-12C,211.02,6.5,8.37,0.23,0.8,0.249,4.2,1.5,20,8.3,43.8,10.29,104.4,22.17,270,11110,1519.795216,0.382543751,0.001416829,36.39130435,0.134782609
SB123,Border facies,RLP2L8-13C,211.02,9.8,9.27,0.45,1.22,0.372,6.42,2.18,30.6,12,61.6,14.13,137.6,29.82,387,10680,767.1563425,0.357321133,0.00092331,20.6,0.053229974
SB123,Border facies,RLP2L8-14C,211.02,5.7,8.09,0.26,0.72,0.198,4.5,1.55,21.37,8.41,42.7,10.24,104,22.74,290.8,10587,1349.995338,0.294630668,0.001013173,31.11538462,0.106999259
SB123,Border facies,RLP2L8-15C,211.02,15.3,15.85,4.96,7.43,2.01,34.8,10.31,126,45.8,207.9,43.2,382,76.1,1484,8329,59.33540051,0.327000914,0.000220351,3.195564516,0.002153345
SB123,Border facies,RLP2L8-16C,211.02,4.9,9.63,0.36,0.92,0.393,7.09,2.39,32.4,13,71.3,18.08,196.2,45.92,483.6,10904,1564.363297,0.398104185,0.00082321,26.75,0.055314309
MA099,Bethlehem facies,RLP1L1-1A,209.81,11.2,11.9,2.22,4.38,1.59,20.2,6.23,76.5,28.3,133.6,28.8,272,54.9,890,8847,117.3472109,0.463247055,0.000520502,5.36036036,0.006022877
MA099,Bethlehem facies,RLP1L1-1B,209.81,29,16.22,4.52,6.85,1.86,30.5,9.79,123.2,46.5,225,49,456,95.4,1490,8385,86.79314885,0.31851016,0.000213765,3.588495575,0.002408386
MA099,Bethlehem facies,RLP1L1-2,209.81,10.7,5.74,0.207,0.5,0.259,3.35,1.109,15.5,6.26,35,8.89,96.4,23.04,226.7,9597,1577.00101,0.509183969,0.00224607,27.7294686,0.122317903
MA099,Bethlehem facies,RLP1L1-3A,209.81,7.8,9.71,0.93,2.65,0.87,14.2,4.46,55.8,20.5,100.5,22.3,206,42.9,683,9700,270.102482,0.420875922,0.000616217,10.44086022,0.015286765
MA099,Bethlehem facies,RLP1L1-3B,209.81,5.9,9.97,0.86,1.7,0.584,8.78,3.11,40,15.26,78.7,18.68,186.9,40.77,533.2,10000,417.6165835,0.376238584,0.000705624,11.59302326,0.021742354
MA099,Bethlehem facies,RLP1L1-4,209.81,13.1,17.39,2.77,5.05,1.41,25.9,8.08,103,38.1,184.7,41,372,78,1316,8067,159.2776691,0.323197101,0.000245591,6.277978339,0.0047705
MA099,Bethlehem facies,RLP1L1-5A,209.81,9.1,8.31,0.67,1.64,0.549,8.81,3.17,41.7,16.23,81,19.02,186.9,40.57,515.4,8990,456.0128553,0.376664231,0.000730819,12.40298507,0.024064775
MA099,Bethlehem facies,RLP1L1-5B,209.81,9.6,9.15,0.76,1.5,0.544,7.78,2.58,33.22,12.55,61.9,14.06,136.8,29.47,393.3,9150,366.4677026,0.411045727,0.00104512,12.03947368,0.030611426
MA099,Bethlehem facies,RLP1L1-6,209.81,9.3,10.97,2.19,3.32,1.44,15.9,5.73,72.6,29.5,151.3,35.4,355,80,959,8211,184.4087888,0.453407794,0.000472792,5.00913242,0.005223287
MA099,Bethlehem facies,RLP1L1-7,209.81,10.7,10.89,0.33,1.36,0.398,7.32,2.44,31.6,12.59,61.6,13.67,131.8,27.63,390.6,9709,1039.423885,0.394194501,0.001009203,33,0.084485407
MA099,Bethlehem facies,RLP1L1-8,209.81,9.4,12.72,0.85,1.84,0.514,11.18,3.73,45.6,17.43,84.9,18.35,173.3,36.1,545.4,9810,440.1891822,0.303493134,0.00055646,14.96470588,0.027438038
MA099,Bethlehem facies,RLP1L1-9,209.81,6.9,10.52,0.57,1.28,0.47,6.45,2.23,26.96,11.06,56.69,13.01,134.8,30.2,351.9,9472,648.9399726,0.428334758,0.001217206,18.45614035,0.052447117
MA099,Bethlehem facies,RLP1L1-10A,209.81,7.2,10.8,1.25,2.89,0.92,14.2,4.38,53.6,20.3,97.4,21.3,202,43.6,623,9530,211.3735444,0.407429021,0.000653979,8.64,0.013868379
MA099,Bethlehem facies,RLP1L1-10B,209.81,33,8.48,0.44,0.56,0.185,2.92,1.022,14.2,5.89,33.2,8.39,91,22.21,205.4,10620,1039.488723,0.302745703,0.001473932,19.27272727,0.09383022
MA099,Bethlehem facies,RLP1L1-11,209.81,7.9,9.03,0.37,1.32,0.495,7.42,2.72,34.4,13.8,68.3,15.25,147.7,32.79,428,9400,875.6736564,0.458253599,0.001070686,24.40540541,0.057021975
MA099,Bethlehem facies,RLP1L1-12A,209.81,8.7,14.32,3.22,6.04,1.87,26.5,8.31,99.4,37.9,175.1,36.7,334,68.9,1147,8880,90.72680196,0.400273341,0.000348974,4.447204969,0.003877249
MA099,Bethlehem facies,RLP1L1-12B,209.81,7.8,8.52,0.4,1.2,0.419,7.01,2.43,32.33,13.05,64.8,14.92,142.1,31.34,414.1,9420,803.8651554,0.400396827,0.000966909,21.3,0.051436851
MA099,Bethlehem facies,RLP1L1-13,209.81,5.8,8.35,3.06,4.04,1.59,16,4.57,56.1,22.4,112.5,26.6,267,62.6,729,8930,70.92917367,0.486752308,0.000667699,2.72875817,0.003743152
MA099,Bethlehem facies,RLP1L1-15A,209.81,11.4,17.82,4.55,7.76,2.06,34.9,10.33,133.8,48.54,228,48.27,435.7,90.5,1520,8910,81.20896191,0.332386922,0.000218676,3.916483516,0.002576634
MA099,Bethlehem facies,RLP1L1-15B,209.81,10.4,12.32,1.58,3.58,0.86,16.1,4.93,62.5,24.1,125,26.8,258,55.6,782,9400,204.4002319,0.314365808,0.000402002,7.797468354,0.009971187
MA099,Bethlehem facies,RLP1L1-16A,209.81,7.5,13.03,3.84,6.4,1.92,26.42,8.01,94.1,34.85,167.3,35.28,328.3,68.2,1059,8790,65.91822332,0.394864505,0.000372865,3.393229167,0.003204182
MA099,Bethlehem facies,RLP1L1-16B,209.81,6.6,8.45,0.28,1.36,0.536,7.25,2.28,30.7,11.92,62.7,14.11,145.5,32.64,381.4,9440,1060.272117,0.560889881,0.001470608,30.17857143,0.079125777
SM058,Bethlehem facies,RLP1L2-1,209.17,6.4,5.84,0.39,0.67,0.311,3.81,1.35,18.32,7.53,42.6,10.35,110.7,26.54,257.1,10500,788.611504,0.444149367,0.001727535,14.97435897,0.058243325
SM058,Bethlehem facies,RLP1L2-2,209.17,7.5,8.97,0.52,1.35,0.504,6.63,2.23,29.58,11.85,64.4,15.68,171.8,40.52,403.6,9815,736.6439841,0.448586501,0.001111463,17.25,0.042740337
SM058,Bethlehem facies,RLP1L2-3,209.17,9.4,9.51,0.361,1.24,0.446,7.3,2.29,29.84,11.72,58.3,13.53,130.3,28.01,364.6,9622,878.0301089,0.448113866,0.001229056,26.3434903,0.072253128
SM058,Bethlehem facies,RLP1L2-4A,209.17,7.7,11.22,2.65,4.94,1.6,20.5,6.26,73.6,26.67,126.2,28.35,260.7,55.3,821,9322,84.41608235,0.437928199,0.000533408,4.233962264,0.005157079
SM058,Bethlehem facies,RLP1L2-4B,209.17,6.2,7.46,0.45,1.2,0.393,6.4,2.17,28.11,11.04,54.9,13.46,137.6,31.1,353,9500,617.887895,0.387190366,0.001096857,16.57777778,0.046962543
SM058,Bethlehem facies,RLP1L2-5,209.17,7.8,10.29,1.74,3.01,1.09,15.46,4.46,53.7,20.06,94.7,21.51,202.1,42.5,614,9034,136.5770601,0.432140151,0.000703811,5.913793103,0.009631585
SM058,Bethlehem facies,RLP1L2-6A,209.17,4.2,4.65,0.291,0.95,0.471,5.18,1.82,26.32,11.01,59.9,15.64,174,42.82,371.9,10000,932.64018,0.567843174,0.001526871,15.97938144,0.042966877
SM058,Bethlehem facies,RLP1L2-6B,209.17,6.8,5.39,0.47,1.05,0.422,6.29,2.07,28,11.91,67,17.09,186.5,45.5,406,9107,636.9200577,0.410376616,0.00101078,11.46808511,0.028246515
SM058,Bethlehem facies,RLP1L2-7,209.17,7,8.48,0.36,0.85,0.31,5.62,1.83,25.4,10.37,51.2,11.83,116.6,25.53,330.1,9302,973.9108662,0.370276591,0.00112171,23.55555556,0.071358847
SM058,Bethlehem facies,RLP1L2-9A,209.17,7,10.01,2.3,4.36,1.48,19.7,5.79,68.5,24.9,119.2,26.1,245,51.9,767,9370,89.17808487,0.446272115,0.000581841,4.352173913,0.005674282
SM058,Bethlehem facies,RLP1L2-9B,209.17,8.2,7.46,0.45,1.01,0.389,5.49,1.889,25.67,10.27,53.9,12.34,121.8,27.08,334,9340,654.8211262,0.419822646,0.001256954,16.57777778,0.049634065
SM058,Bethlehem facies,RLP1L2-11,209.17,5.9,6.13,0.26,0.82,0.314,4.43,1.5,20.4,8.26,43,10.57,108.6,25.14,278,9450,1016.239798,0.459230725,0.001651909,23.57692308,0.084809076
SM058,Bethlehem facies,RLP1L2-12A,209.17,9,12.25,2.67,5.47,1.48,23.66,7.12,85.9,31.71,151,31.14,284.4,58.2,995,9020,88.72751879,0.367490928,0.000369338,4.588014981,0.00461107
SM058,Bethlehem facies,RLP1L2-12B,209.17,5.4,6.19,0.248,0.68,0.226,4.06,1.192,16.13,7.39,41.44,10.55,116.8,29.42,260.4,10143,1378.458646,0.370847869,0.001424147,24.95967742,0.095851296
SM058,Bethlehem facies,RLP1L2-13,209.17,6.6,8.03,0.217,0.99,0.382,5.5,1.729,24.73,9.73,51.6,12.6,126.8,29.08,320.9,9998,1540.230185,0.514767144,0.001604136,37.00460829,0.115315077
SM058,Bethlehem facies,RLP1L2-14B,209.17,5.4,4.39,0.66,1.17,0.508,6.23,1.89,25.4,10.07,53,13.13,133.2,32.4,330,9053,259.2582762,0.470034877,0.001424348,6.651515152,0.020156107
SM058,Bethlehem facies,RLP1L2-16A,209.17,7.3,10.83,1.3,3.88,1.31,17.7,5.47,66.6,24,112.5,24.9,226.9,49.2,737,9510,177.5361451,0.488813178,0.000663247,8.330769231,0.011303622
SM058,Bethlehem facies,RLP1L2-16B,209.17,6.9,8.32,0.48,0.92,0.402,6.11,2.133,28.56,11.33,56.7,13.94,136.8,31.1,362.3,9541,773.1076424,0.41046037,0.00113293,17.33333333,0.047842488
SM058,Bethlehem facies,RLP1L2-17A,209.17,6.7,10.28,1.8,3.8,1.27,18.36,5.46,66.7,23.69,111,24.79,228.7,49.98,732,9540,122.9748892,0.433470547,0.000592173,5.711111111,0.007802064
SM058,Bethlehem facies,RLP1L2-17B,209.17,5.1,5.76,0.184,0.48,0.159,3.34,1.015,14.36,5.99,33.36,8.67,94.7,22.38,212,10082,1800.485854,0.333546137,0.001573331,31.30434783,0.147662018
SM058,Bethlehem facies,RLP1L2-18A,209.17,4.3,11.03,2.2,4.04,1.34,15.07,4.42,52.6,20.19,103.2,26.23,301.3,70.94,679.7,10850,141.5819843,0.461368046,0.000678782,5.013636364,0.007376249
SM058,Bethlehem facies,RLP1L2-18B,209.17,3.12,7.88,0.29,0.61,0.224,3.79,1.197,16.85,7.07,39.7,10.51,118.8,28.71,249.8,11197,1606.161401,0.363258747,0.001454198,27.17241379,0.108776677
SM058,Bethlehem facies,RLP1L2-19A,209.17,7.6,11.33,2.27,5.37,1.58,23.4,6.47,75.6,26.87,122.9,26.63,245,50.39,838.3,9083,84.62661143,0.435865227,0.000519939,4.991189427,0.005953942
SM058,Bethlehem facies,RLP1L2-19B,209.17,6.5,8.19,0.43,1.38,0.462,7.82,2.51,33.6,13.25,65.6,15.59,155,34.28,436.4,9038,685.6315766,0.409573907,0.000938529,19.04651163,0.043644619
SM058,Bethlehem facies,RLP1L2-21,209.17,9.6,7.38,0.78,1.88,0.693,10.11,3.24,41.2,16.1,83.8,20.36,206.8,48.3,540,8258,345.7476291,0.431974199,0.000799952,9.461538462,0.017521368
SM057,FQPC,RLP1L3-1,208,4.8,9.35,0.83,1.28,0.537,8.22,3.19,46.7,20.64,116.7,29.2,317,77.4,728,9380,833.5525992,0.339303909,0.000466077,11.26506024,0.015473984
SM057,FQPC,RLP1L3-2,208,4.1,7.82,0.5,1.26,0.477,7.36,2.72,38.8,17.41,96.4,24.12,261.8,63.9,612,8995,1014.685586,0.378482425,0.000618435,15.64,0.025555556
SM057,FQPC,RLP1L3-3A,208,6.5,14.4,0.75,2.26,1.03,15.7,5.49,78.1,33.4,181,43.6,460,107.7,1190,8450,1135.044533,0.453675974,0.00038124,19.2,0.016134454
SM057,FQPC,RLP1L3-3B,208,5.4,16.21,0.79,1.98,0.878,13.67,5.2,71.8,29.9,160.7,39,406,94.1,1084,8797,1209.885511,0.41312826,0.000381115,20.51898734,0.018928955
SM057,FQPC,RLP1L3-4A,208,6,11.36,1.14,2.63,0.9,14.5,4.62,55.8,20.8,100.2,21.9,206,43.6,707,8890,257.1349794,0.409290505,0.000578912,9.964912281,0.014094643
SM057,FQPC,RLP1L3-4B,208,7.5,9.11,0.5,1.71,0.426,8.66,2.92,35.7,14.33,71.4,15.8,153.8,32.4,492,8763,546.7997313,0.331834095,0.00067446,18.22,0.03703252
SM057,FQPC,RLP1L3-5,208,6.8,15.25,0.93,2.77,0.675,16.57,5.38,68.6,25.92,129.8,28.21,259.7,54,821,10610,487.1607657,0.290965246,0.000354403,16.39784946,0.01997302
SM057,FQPC,RLP1L3-6,208,4.8,6.5,0.84,2.33,0.827,9.4,2.97,38.09,14.75,79.2,18.63,190.1,44.4,494,9280,238.5437785,0.505185632,0.001022643,7.738095238,0.01566416
SM057,FQPC,RLP1L3-7,208,4.8,10.6,1.71,1.54,0.604,8.49,3.05,44.3,18.82,106.6,26.59,276.6,68,653,9260,367.9022847,0.30908179,0.000473326,6.198830409,0.009492849
SM057,FQPC,RLP1L3-8B,208,5.7,10.66,0.65,1.36,0.53,9.26,3.53,53.1,23.18,127.8,31,317,77.1,797,8960,1137.631808,0.335318104,0.000420725,16.4,0.020577164
